2400, fu, -89.34, [-89.34], 1304.15, [1304.15]
2400, jackobs2, -80.42, [-80.42], 1006.27, [1006.27]
2400, shapes1, -64.35, [-64.35], 884.22, [884.22]
2400, shapes2, -79.41, [-79.41], 375.2, [375.2]

2400, jackobs1, -81.67, [-81.67], 142.15, [142.15]
2400, shapes0, -59.55, [-59.55], 684.98, [684.98]
2400, albano, -85.94, [-85.94], 2187.23, [2187.23]
2400, shirts, -82.57, [-82.57], 886.69, [886.69]
2400, trousers, -84.91, [-84.91], 3541.78, [3541.78]
2400, dighe1, -100.0, [-100.0], 55.45, [55.45]
2400, dighe2, -100.0, [-100.0], 51.67, [51.67]
2400, dagli, -82.6, [-82.6], 2252.94, [2252.94]

1200, mao, -80.06, [-80.06], 1107.74, [1107.74]
1200, marques, -86.68, [-86.68], 1160.98, [1160.98]
1200, swim, -68.75, [-68.75], 1267.13, [1267.13]
1200, fu, -88.79, [-88.79], 932.27, [932.27]
1200, jackobs1, -81.67, [-81.67], 180.45, [180.45]
1200, jackobs2, -77.2, [-77.2], 572.27, [572.27]
1200, shapes0, -59.55, [-59.55], 509.1, [509.1]
1200, shapes1, -64.35, [-64.35], 370.82, [370.82]
1200, shapes2, -80.0, [-80.0], 657.66, [657.66]
1200, albano, -84.06, [-84.06], 641.33, [641.33]
1200, shirts, -81.94, [-81.94], 955.34, [955.34]
1200, trousers, -83.9, [-83.9], 884.16, [884.16]
1200, dighe1, -100.0, [-100.0], 107.83, [107.83]
1200, dighe2, -100.0, [-100.0], 188.03, [188.03]
1200, dagli, -83.0, [-83.0], 523.9, [523.9]
1200, mao, -79.65, [-79.65], 1000.9, [1000.9]
1200, marques, -85.29, [-85.29], 1234.62, [1234.62]
1200, swim, -68.58, [-68.58], 1294.23, [1294.23]
1200, fu, -89.06, [-89.06], 603.71, [603.71]
1200, jackobs1, -81.67, [-81.67], 197.39, [197.39]
1200, jackobs2, -77.2, [-77.2], 1090.49, [1090.49]
1200, shapes0, -59.55, [-59.55], 36.7, [36.7]
1200, shapes1, -64.35, [-64.35], 896.3, [896.3]
1200, shapes2, -78.55, [-78.55], 186.14, [186.14]
1200, albano, -84.56, [-84.56], 1311.03, [1311.03]
1200, shirts, -82.07, [-82.07], 1645.12, [1645.12]
1200, trousers, -83.67, [-83.67], 183.14, [183.14]
1200, dighe1, -100.0, [-100.0], 114.17, [114.17]
1200, dighe2, -100.0, [-100.0], 128.54, [128.54]
1200, dagli, -81.14, [-81.14], 1242.87, [1242.87]
1200, mao, -80.77, [-80.77], 1101.2, [1101.2]
1200, marques, -85.5, [-85.5], 604.79, [604.79]
1200, swim, -69.47, [-69.47], 431.6, [431.6]
1200, fu, -89.06, [-89.06], 801.82, [801.82]
1200, jackobs1, -81.67, [-81.67], 283.82, [283.82]
1200, jackobs2, -77.2, [-77.2], 1021.08, [1021.08]
1200, shapes0, -60.45, [-60.45], 973.43, [973.43]
1200, shapes1, -63.64, [-63.64], 1299.17, [1299.17]
1200, shapes2, -79.7, [-79.7], 856.72, [856.72]
1200, albano, -84.98, [-84.98], 1177.91, [1177.91]
1200, shirts, -82.19, [-82.19], 1828.33, [1828.33]
1200, trousers, -83.93, [-83.93], 451.51, [451.51]
1200, dighe1, -100.0, [-100.0], 104.54, [104.54]
1200, dighe2, -100.0, [-100.0], 68.4, [68.4]
1200, dagli, -83.41, [-83.41], 1178.94, [1178.94]
1200, mao, -79.92, [-79.92], 1034.47, [1034.47]
1200, marques, -86.47, [-86.47], 1171.2, [1171.2]
1200, swim, -68.01, [-68.01], 1260.84, [1260.84]
1200, fu, -88.79, [-88.79], 814.88, [814.88]
1200, jackobs1, -81.67, [-81.67], 124.33, [124.33]
