2400, fu, -89.06, [-89.06], 2249.3, [2249.3]
2400, jackobs2, -77.2, [-77.2], 774.77, [774.77]
2400, shapes1, -66.5, [-66.5], 483.23, [483.23]
2400, shapes2, -80.6, [-80.6], 516.94, [516.94]

2400, jackobs1, -81.67, [-81.67], 325.82, [325.82]
2400, shapes0, -60.92, [-60.92], 1005.42, [1005.42]
2400, albano, -84.92, [-84.92], 1685.33, [1685.33]
2400, shirts, -82.82, [-82.82], 2264.84, [2264.84]
2400, trousers, -86.71, [-86.71], 2138.7, [2138.7]
2400, dighe1, -100.0, [-100.0], 29.08, [29.08]
2400, dighe2, -100.0, [-100.0], 13.66, [13.66]
2400, dagli, -82.87, [-82.87], 2546.9, [2546.9]

1200, mao, -79.42, [-79.42], 612.35, [612.35]
1200, marques, -85.93, [-85.93], 1266.86, [1266.86]
1200, swim, -68.7, [-68.7], 837.72, [837.72]
1200, fu, -89.62, [-89.62], 786.79, [786.79]
1200, jackobs1, -81.67, [-81.67], 169.88, [169.88]
1200, jackobs2, -76.59, [-76.59], 1202.01, [1202.01]
1200, shapes0, -61.38, [-61.38], 224.45, [224.45]
1200, shapes1, -65.41, [-65.41], 1163.82, [1163.82]
1200, shapes2, -80.6, [-80.6], 794.64, [794.64]
1200, albano, -84.91, [-84.91], 1104.49, [1104.49]
1200, shirts, -81.33, [-81.33], 186.77, [186.77]
1200, trousers, -85.75, [-85.75], 869.14, [869.14]
1200, dighe1, -100.0, [-100.0], 30.02, [30.02]
1200, dighe2, -100.0, [-100.0], 17.39, [17.39]
1200, dagli, -83.41, [-83.41], 696.72, [696.72]
1200, mao, -79.22, [-79.22], 588.76, [588.76]
1200, marques, -85.72, [-85.72], 167.94, [167.94]
1200, swim, -69.4, [-69.4], 642.55, [642.55]
1200, fu, -89.34, [-89.34], 85.32, [85.32]
1200, jackobs1, -81.67, [-81.67], 97.57, [97.57]
1200, jackobs2, -77.2, [-77.2], 1239.7, [1239.7]
1200, shapes0, -61.38, [-61.38], 390.71, [390.71]
1200, shapes1, -66.5, [-66.5], 1324.99, [1324.99]
1200, shapes2, -80.6, [-80.6], 339.1, [339.1]
1200, albano, -84.41, [-84.41], 654.02, [654.02]
1200, shirts, -81.94, [-81.94], 826.86, [826.86]
1200, trousers, -84.26, [-84.26], 658.85, [658.85]
1200, dighe1, -100.0, [-100.0], 57.8, [57.8]
1200, dighe2, -100.0, [-100.0], 41.74, [41.74]
1200, dagli, -81.8, [-81.8], 698.83, [698.83]
1200, mao, -78.9, [-78.9], 632.92, [632.92]
1200, marques, -86.47, [-86.47], 705.33, [705.33]
1200, swim, -69.62, [-69.62], 1258.66, [1258.66]
1200, fu, -88.24, [-88.24], 595.53, [595.53]
1200, jackobs1, -81.67, [-81.67], 108.36, [108.36]
1200, jackobs2, -76.59, [-76.59], 1081.39, [1081.39]
1200, shapes0, -62.34, [-62.34], 1106.11, [1106.11]
1200, shapes1, -65.41, [-65.41], 434.74, [434.74]
1200, shapes2, -79.41, [-79.41], 202.28, [202.28]
1200, albano, -84.14, [-84.14], 703.44, [703.44]
1200, shirts, -81.69, [-81.69], 191.22, [191.22]
1200, trousers, -85.11, [-85.11], 1397.11, [1397.11]
1200, dighe1, -100.0, [-100.0], 64.3, [64.3]
1200, dighe2, -100.0, [-100.0], 11.25, [11.25]
1200, dagli, -81.27, [-81.27], 218.31, [218.31]
1200, mao, -79.95, [-79.95], 724.65, [724.65]
1200, marques, -87.56, [-87.56], 1227.36, [1227.36]
1200, swim, -69.15, [-69.15], 871.12, [871.12]
1200, fu, -87.96, [-87.96], 229.99, [229.99]
1200, jackobs1, -81.67, [-81.67], 80.48, [80.48]
